chapter,section,axiom_number,fol,english
28,28.2,(28.20),(forall (e a t1 t2) (iff (envisionedFutureGoal e a t1 t2) (exists (e1 e2 e3) (and (thinkOf' e1 a e3)(atTime' e3 e2 t2)(goal' e2 e a) (atTime e1 t1)(before t1 t2))))),Some goals are envisioned to be desired only at some point in the future. e is a goal that agent a imagines at time t1 having at some subsequent time t2
28,28.2,(28.21),(forall (e a t1 t2) (iff (achievedGoal e a t1 t2) (exists (e1 e2 e3) (and (goal' e1 e a)(atTime e1 t1) (instance e3 e)(atTime' e2 e3 t2) (before t1 t2)(cause e1 e2))))),"Sometimes goals are achieved. A goal that has been achieved is an eventuality that was once a goal and now really exists, and its once having been a goal should have played a causal role in its current real existence"
28,28.2,(28.22),(forall (e a t1 t2) (iff (unachievedGoal e a t1 t2) (exists (e1 e2) (and (atTime' e2 e t2)(goal' e1 e2 a) (atTime e1 t1)(before t1 t2) (not (exists (e3) (and (instance e3 e) (atTime e3 t2)))))))),Sometimes goals are not achieved. Eventuality e was a goal of a's at time t1 and it (or an instance of it) does not really exist at time t2
28,28.2,(28.23),(forall (e a t1) (iff (neverAchievedGoal e a t1) (forall (t2) (if (before t1 t2)(unachievedGoal e a t1 t2))))),Sometimes goals are never achieved. Eventuality e that agent a had as a goal at time t1 has never subsequently happened
28,28.2,(28.24),(forall (e1 e2 a) (iff (conflictingGoals e1 e2 a) (and (goal e1 a)(goal e2 a) (forall (e3 t) (if (and (instance e3 e1)(atTime e3 t)) (exists (e4) (and (not' e4 e2)(atTime e4 t)))))))),"Goals can be classified with respect to each other. It is possible for goals to conflict with each other - both e1 and e2 are goals of a's, but if an instance of one holds at some time t, then the negation of the other holds at time t as well"
28,28.2,(28.25),(forall (e1 e2 a) (iff (auxiliaryGoal e1 e2 a) (exists (e0 e3 e4 e5 e6 e7) (and (goal' e0 e1 a)(goal e2 a) (if (and (changeTo' e3 e4)(believe' e4 a e5) (conflictingGoals' e5 e1 e2 a)) (and (cause e3 e6)(changeFrom' e6 e0))))))),"A goal can be auxiliary to another goal, in the sense that the agent wants both goals, but in case of conflict between the goals, the auxiliary goal is the one that is abandoned"
28,28.3,(28.26),(forall (e s e1) (iff (sharedGoal' e e1 s) (exists (e0) (and (goal' e0 e1 s)(mb s e0)(gen e0 e) (forall (x)(if (member x s)(agent x))))))),"A shared or collaborative goal is a goal in which the agent having the goal is a collective. Moreover, the members of the collective mutually believe the collective has the goal"
28,28.3,(28.27),(forall (x s e1) (if (and (sharedGoal e1 s)(member x s)) (goal e1 x))),"Because mutual belief implies belief and because if you believe you have a goal then you do really do have the goal, it follows that the individual members of s have e1 as a goal"
28,28.3,(28.28),(forall (e1 e2 a1 a2) (iff (competitiveGoals e1 e2 a1 a2) (exists (e3) (and (subst a1 e1 a2 e2)(goal e1 a1)(goal e2 a2) (and' e3 e1 e2) (not (exists (e4 t) (and (instance e4 e3) (atTime e4 t)))))))),"The goals of different agents can conflict. One way is for the goals to be competitive - more than one agent has the goal of the same property being true of himself. a1 plays the same role in e1 as a2 plays in e2, a1 has e1 as a goal, a2 has e2 as a goal, and they can't both hold at once"
28,28.3,(28.29),(forall (a1 a2 e1) (iff (adversarialGoals e1 a1 a2) (exists (e2) (and (goal e1 a1)(goal e2 a2)(not' e2 e1))))),"In adversarial goals, the goals are in direct conflict. One agent wants a goal and the other agent wants its negation"
28,28.4,(28.30),(forall (e a e1) (iff (try' e a e1) (exists (e0 e2 e3 e4) (and (goal e1 a)(subgoal' e3 e2 e1)(instance e4 e2) (agentOf a e4)(cause e3 e4)(gen e4 e))))),"When we try to bring about some goal, we devise at least a partial plan to achieve it, including subgoals of the original goal which are actions on our part, and we execute some of those subgoals. Moreover, our executing those actions is a direct result of our having those actions as subgoals"
28,28.4,(28.31),(forall (a e1) (if (try a e1) (exists (e2 e3 e4) (and (instance e3 e1)(causallyInvolved' e4 e2 e3) (believe a e4)(agentOf a e2))))),"It follows that if you try to do something e1, then you perform some action or actions that you believe are causally involved in effecting an instance of e1"
28,28.4,(28.32),(forall (e a e1) (iff (succeed' e a e1) (exists (e2 e3) (and (try' e2 a e1)(instance e3 e1) (cause e2 e3)(gen e3 e))))),To succeed at some goal is to try to do it and to have that trying cause the goal to actually occur
28,28.4,(28.33),(forall (a e1) (iff (fail a e1) (and (try a e1) (not (exists (e2) (and (instance e2 e1)(Rexist e2))))))),To fail at some goal is to try to do it and for it not to actually occur
28,28.5,(28.34),(forall (x e) (if (and (compositeEntity x)(changeIn' e x)) (iff (functionality0 e x) (exists (e2 e3 a) (and (goal' e2 e a)(agent' e3 a)(imply e3 e2)))))),A composite entity that goes through changes can be viewed as having as an associated goal some element or subset of those changes. We will define that 'goal' as the functionality of the whole
28,28.5,(28.35),(forall (e1 y e x) (iff (functionality e1 y e x) (exists (s) (and (functionality0 e x)(causalComplex s e) (member e1 s)(arg* y e1)(componentOf y x))))),"If a component has some property or engages in some behavior that is in a causal complex for the functionality of the composite entity as a whole, we can say that property or behavior is the functionality of the component with respect to the functionality0 of the whole"
28,28.5,(28.36),(forall (x) (iff (intact x) (forall (e1 y e) (if (functionality e1 y e x) (not (exists (e2 e3) (and (arg* y e2)(not' e3 e1) (cause e2 e3)))))))),"A component is intact if it is able to fulfill its functionality. That is, there are no properties of the component that would cause the functionality not to occur"
28,28.6,(28.37),(forall (e a) (iff (goodFor e a) (exists (e1 s) (and (goal e1 a)(causalComplex s e1)(member e s))))),An eventuality is good for us if it contributes causally somehow to the achievement of one of our goals
28,28.6,(28.38),(forall (e a) (iff (badFor e a) (exists (e1 e2 s) (and (not' e2 e1)(goal e1 a)(causalComplex s e2) (member e s))))),An eventuality is bad for us if it contributes causally somehow to the nonachievment of one of our goals
28,28.7,(28.39),(forall (x1 x2 a) (if (moreValuable x1 x2 a)(and (nequal x1 x2)(agent a)))),"A concept, entity or eventuality is more or less valuable to an agent depending on its relation to the agent's goals. The entities being compared are distinct"
28,28.7,(28.40),(forall (x1 x2 a) (if (moreCostly x1 x2 a)(and (nequal x1 x2)(agent a)))),Type constraint for cost comparison - entities being compared must be distinct and a must be an agent
28,28.7,(28.41),(forall (x1 x2 a) (if (moreImportant x1 x2 a)(and (nequal x1 x2)(agent a)))),Type constraint for importance comparison - entities being compared must be distinct and a must be an agent
28,28.7,(28.42),(forall (x1 x2 x3 a) (if (and (moreValuable x1 x2 a)(moreValuable x2 x3 a)) (moreValuable x1 x3 a))),"Being partial orderings, the three relations are transitive - value version"
28,28.7,(28.43),(forall (x1 x2 x3 a) (if (and (moreCostly x1 x2 a)(moreCostly x2 x3 a)) (moreCostly x1 x3 a))),"Being partial orderings, the three relations are transitive - cost version"
28,28.7,(28.44),(forall (x1 x2 x3 a) (if (and (moreImportant x1 x2 a)(moreImportant x2 x3 a)) (moreImportant x1 x3 a))),"Being partial orderings, the three relations are transitive - importance version"
28,28.7,(28.45),(forall (e1 s a) (iff (ubSupergoal e1 s a) (and (agent a)(goal e1 a)(not (member e1 s)) (forall (e2) (if (member e2 s)(subgoal e2 e1))) (forall (e2 e3) (if (and (member e2 s)(subgoal e2 e3)) (or (subgoal e3 e1)(equal e3 e1) (exists (g1 g3) (and (subgoal' g1 e2 e1) (subgoal' g3 e2 e3) (if (changeFrom g1) (changeFrom g3)))))))))),"An eventuality e1 is an upper bound supergoal of e2 if every path from the top-level goal down to e2 passes through e1. Thus, every reason for doing e2 is in service of e1"
28,28.7,(28.46),(forall (e1 s a) (iff (lubSupergoal e1 s a) (and (ubSupergoal e1 s a) (forall (e) (if (ubSupergoal e s a) (or (equal e e1)(subgoal e1 e))))))),A goal e1 is a least upper bound supergoal if it is an upper bound supergoal and a subgoal of all other upper bound supergoals
28,28.7,(28.47),(forall (s e1 e2 a) (if (and (singleton s e2)(lubSupergoal e1 s a)) (moreValuable e1 e2 a))),"If eventuality e1 dominates eventuality e2 on every path in the agent's plan that includes e2, then e1 is more valuable than e2. Every reason for wanting e2 is in the service of e1"
28,28.7,(28.48),(forall (s e1 e2 a) (if (and (singleton s e2)(lubSupergoal e1 s a)) (moreCostly e1 e2 a))),Cost version of least upper bound supergoal dominance
28,28.7,(28.49),(forall (s e1 e2 a) (if (and (singleton s e2)(lubSupergoal e1 s a)) (moreImportant e1 e2 a))),Importance version of least upper bound supergoal dominance
28,28.7,(28.50),(forall (s e a) (if (lubSupergoal e s a)(moreValuable e s a))),"The least upper bound supergoal of a set of goals is more important than the whole set, as all the members of the set are in the service of the supergoal - value version"
28,28.7,(28.51),(forall (s e a) (if (lubSupergoal e s a)(moreCostly e s a))),Cost version of supergoal dominance over goal set
28,28.7,(28.52),(forall (s e a) (if (lubSupergoal e s a)(moreImportant e s a))),Importance version of supergoal dominance over goal set
28,28.7,(28.53),(forall (e a) (iff (posGoalRelevant e a) (exists (e1) (and (goal e1 a)(imply e e1))))),An eventuality e is positively goal-relevant to an agent a if its occurrence implies the satisfaction of some goal e1 of a's
28,28.7,(28.54),(forall (e a) (iff (negGoalRelevant e a) (exists (e1 e2) (and (goal e1 a)(not' e2 e1)(imply e e2))))),An eventuality e is negatively goal-relevant to an agent a if its occurrence implies the satisfaction of the negation e2 of some goal e1 of a's
28,28.7,(28.55),(forall (e a) (iff (goalRelevant e a) (or (posGoalRelevant e a)(negGoalRelevant e a)))),An eventuality as 'goal-relevant' to an agent if its existence implies the existence or nonexistence of one of the agent's goals
28,28.7,(28.56),(forall (s e a) (iff (posGoalConsequences s e a) (forall (e1) (iff (member e1 s) (and (goal e1 a)(imply e e1)))))),The positive goal consequences of an eventuality are those goals that are positively impacted by e
28,28.7,(28.57),(forall (s e a) (iff (negGoalConsequences s e a) (forall (e1) (iff (member e1 s) (and (goal e1 a) (exists (e2) (not' e2 e1)(imply e e2))))))),The negative goal consequences of an eventuality are those goals that are negatively impacted by e
28,28.7,(28.58),(forall (s e a) (iff (goalConsequences s e a) (exists (s1 s2) (and (posGoalConsequences s1 e a) (negGoalConsequences s2 e a) (union s s1 s2))))),The goal consequences of an eventuality combine positive and negative goal consequences
28,28.7,(28.59),(forall (x s e a) (if (and (moreValuable x s a)(posGoalConsequences s e a)) (moreValuable x e a))),"The value of an eventuality depends on the value of its goal consequences. If something x is more valuable than the goal consequences of eventuality e, then it is more valuable than e"
28,28.7,(28.60),(forall (x s e a) (if (and (moreValuable s x a)(posGoalConsequences s e a)) (moreValuable e x a))),Second direction of value transfer from goal consequences to eventuality
28,28.7,(28.61),(forall (x s e a) (if (and (moreCostly x s a)(negGoalConsequences s e a)) (moreCostly x e a))),Cost version of goal consequence transfer - first direction
28,28.7,(28.62),(forall (x s e a) (if (and (moreCostly s x a)(negGoalConsequences s e a)) (moreCostly e x a))),Cost version of goal consequence transfer - second direction
28,28.7,(28.63),(forall (x s e a) (if (and (moreImportant x s a)(goalConsequences s e a)) (moreImportant x e a))),Importance version of goal consequence transfer - first direction
28,28.7,(28.64),(forall (x s e a) (if (and (moreImportant s x a)(goalConsequences s e a)) (moreImportant e x a))),Importance version of goal consequence transfer - second direction
28,28.7,(28.65),(forall (s x a) (iff (posGrProps s x a) (forall (e) (iff (member e s) (and (arg* x e)(posGoalRelevant e a)))))),"The value, cost, and importance of an entity depends on the value, cost, and importance of its properties and of the events it participates in. Positive goal-relevant properties"
28,28.7,(28.66),(forall (s x a) (iff (negGrProps s x a) (forall (e) (iff (member e s) (and (arg* x e)(negGoalRelevant e a)))))),Negative goal-relevant properties of an entity
28,28.7,(28.67),(forall (s x a) (iff (grProps s x a) (forall (e) (iff (member e s) (and (arg* x e)(goalRelevant e a)))))),All goal-relevant properties of an entity (positive and negative)
28,28.7,(28.68),(forall (s x1 x2 a) (if (and (moreValuable x1 s a)(posGrProps s x2 a)) (moreValuable x1 x2 a))),"The value, cost, and importance of an entity depend on the value, cost, and importance of its goal-relevant properties. Value version - first direction"
28,28.7,(28.69),(forall (s x1 x2 a) (if (and (moreValuable s x1 a)(posGrProps s x2 a)) (moreValuable x2 x1 a))),Value version - second direction
28,28.7,(28.70),(forall (s x1 x2 a) (if (and (moreCostly x1 s a)(negGrProps s x2 a)) (moreCostly x1 x2 a))),Cost version - first direction
28,28.7,(28.71),(forall (s x1 x2 a) (if (and (moreCostly s x1 a)(negGrProps s x2 a)) (moreCostly x2 x1 a))),Cost version - second direction
28,28.7,(28.72),(forall (s x1 x2 a) (if (and (moreImportant x1 s a)(grProps s x2 a)) (moreImportant x1 x2 a))),Importance version - first direction
28,28.7,(28.73),(forall (s x1 x2 a) (if (and (moreImportant s x1 a)(grProps s x2 a)) (moreImportant x2 x1 a))),Importance version - second direction
28,28.7,(28.74),(forall (s a) (iff (valueScale s a) (exists (s1 e x1 x2) (and (scaleDefinedBy s s1 e)(moreValuable' e x1 x2 a) (agent a)(member x1 s1)(member x2 s1))))),We can now define a value scale as a scale whose components are any arbitrary set and whose partial ordering is moreValuable
28,28.7,(28.75),(forall (x a) (iff (valuable x a) (exists (s s1) (and (valueScale s a)(Hi s1 s)(inScale x s1))))),Something is valuable to an agent a if it is in the Hi region of a's value scale
28,28.7,(28.76),(forall (x y a) (iff (value y x a) (exists (s) (and (valueScale s a)(inScale y a)(equal x y))))),"The value of something, its place in a value scale, is just itself, as an element in that scale. y is the value of x to agent a if y simply is x and it has a place in a value scale"
28,28.7,(28.77),(forall (s a) (iff (costScale s a) (exists (s1 e x1 x2) (and (scaleDefinedBy s s1 e)(moreCostly' e x1 x2 a) (agent a)(member x1 s1)(member x2 s1))))),Cost scale definition parallel to value scale
28,28.7,(28.78),(forall (s a) (iff (importanceScale s a) (exists (s1 e x1 x2) (and (scaleDefinedBy s s1 e)(moreImportant' e x1 x2 a) (agent a)(member x1 s)(member x2 s))))),Importance scale definition parallel to value scale
28,28.7,(28.79),(forall (x a) (iff (costly x a) (exists (s s1) (and (costScale s a)(Hi s1 s)(inScale x s1))))),Something is costly to an agent if it is in the Hi region of the agent's cost scale
28,28.7,(28.80),(forall (x a) (iff (important x a) (exists (s s1) (and (importanceScale s a)(Hi s1 s)(inScale x s1))))),Something is important to an agent if it is in the Hi region of the agent's importance scale
28,28.7,(28.81),(forall (x y a) (iff (cost y x a) (exists (s) (and (costScale s a)(inScale y a)(equal x y))))),The cost of something is its place in a cost scale
28,28.7,(28.82),(forall (x y a) (iff (importance y x a) (exists (s) (and (importanceScale s a)(inScale y a)(equal x y))))),The importance of something is its place in an importance scale
29,29.1,(29.1),(forall (a) (if (agent a) (exists (e)(and (goal e a)(thrive' e a))))),"It is formally convenient to assume that agents have one plan that they are always developing, executing, monitoring, and revising, and that that plan is in the service of a single goal called 'Thriving'"
29,29.1,(29.2),(forall (e a) (if (thrive' e a)(agent a))),"If e is an eventuality of a thriving, then a is an agent"
29,29.2,(29.3),(forall (e p) (if (pleasure e p)(person p))),The expression (pleasure e p) means that the eventuality e is the experience of person p feeling pleasure
